,frame_step_ms,onset_tolerance_ms,event_tolerance_ms,onset_threshold,use_peak_picking,peak_smooth_ms,peak_pre_avg_ms,peak_post_avg_ms,peak_pre_max_ms,peak_post_max_ms,peak_combine_ms,frame_avg_tab_p,frame_avg_tab_r,frame_avg_tab_f,frame_concat_tab_p,frame_concat_tab_r,frame_concat_tab_f,frame_avg_onset_p,frame_avg_onset_r,frame_avg_onset_f,frame_concat_onset_p,frame_concat_onset_r,frame_concat_onset_f,onset_tp,onset_fp,onset_fn,global_avg_onset_p,global_avg_onset_r,global_avg_onset_f,global_concat_onset_p,global_concat_onset_r,global_concat_onset_f,global_onset_tp,global_onset_fp,global_onset_fn,frame_exact_onset_avg_p,frame_exact_onset_avg_r,frame_exact_onset_avg_f,frame_exact_onset_concat_p,frame_exact_onset_concat_r,frame_exact_onset_concat_f,event_avg_p,event_avg_r,event_avg_f,event_micro_p,event_micro_r,event_micro_f,event_tp,event_fp,event_fn
No00,23.220,50.000,50.000,0.850,1.000,0.000,0.000,0.000,50.000,50.000,30.000,0.771,0.703,0.732,0.759,0.685,0.720,0.802,0.677,0.726,0.811,0.632,0.711,8360,1948,4863,0.972,0.663,0.773,0.973,0.598,0.741,5028,141,3380,0.634,0.540,0.577,0.615,0.480,0.539,0.729,0.530,0.605,0.719,0.478,0.575,6323,2466,6900
