,frame_step_ms,onset_tolerance_ms,onset_threshold,use_peak_picking,peak_smooth_ms,peak_pre_avg_ms,peak_post_avg_ms,peak_pre_max_ms,peak_post_max_ms,peak_combine_ms,frame_avg_onset_p,frame_avg_onset_r,frame_avg_onset_f,frame_concat_onset_p,frame_concat_onset_r,frame_concat_onset_f,onset_tp,onset_fp,onset_fn,global_onset_p,global_onset_r,global_onset_f,global_onset_micro_p,global_onset_micro_r,global_onset_micro_f,global_onset_tp,global_onset_fp,global_onset_fn,frame_exact_onset_avg_p,frame_exact_onset_avg_r,frame_exact_onset_avg_f,frame_exact_onset_concat_p,frame_exact_onset_concat_r,frame_exact_onset_concat_f
No06,23.219954648526077,25.0,0.8,1.0,0.0,0.0,0.0,50.0,50.0,30.0,0.3843828197945845,0.47407563025210087,0.418988249097142,0.3389830508474576,0.46511627906976744,0.3921568627450981,40,78,46,0.6984920634920636,0.7170634920634921,0.6998556998556998,0.6346153846153846,0.6226415094339622,0.6285714285714284,33,19,20,0.07254901960784313,0.08095238095238096,0.07575620084694495,0.059322033898305086,0.08139534883720931,0.06862745098039215
