,frame_step_ms,onset_tolerance_ms,event_tolerance_ms,event_label_window_ms,event_tab_threshold,event_string_threshold,no_event_string_filter,onset_threshold,use_peak_picking,peak_smooth_ms,peak_pre_avg_ms,peak_post_avg_ms,peak_pre_max_ms,peak_post_max_ms,peak_combine_ms,frame_avg_tab_p,frame_avg_tab_r,frame_avg_tab_f,frame_concat_tab_p,frame_concat_tab_r,frame_concat_tab_f,frame_avg_onset_p,frame_avg_onset_r,frame_avg_onset_f,frame_concat_onset_p,frame_concat_onset_r,frame_concat_onset_f,onset_tp,onset_fp,onset_fn,global_avg_onset_p,global_avg_onset_r,global_avg_onset_f,global_concat_onset_p,global_concat_onset_r,global_concat_onset_f,global_onset_tp,global_onset_fp,global_onset_fn,frame_exact_onset_avg_p,frame_exact_onset_avg_r,frame_exact_onset_avg_f,frame_exact_onset_concat_p,frame_exact_onset_concat_r,frame_exact_onset_concat_f,event_avg_p,event_avg_r,event_avg_f,event_micro_p,event_micro_r,event_micro_f,event_tp,event_fp,event_fn
No00,23.220,50.000,50.000,50.000,0.500,0.300,0.000,0.850,1.000,0.000,0.000,0.000,50.000,50.000,30.000,0.871,0.871,0.866,0.887,0.869,0.878,0.838,0.851,0.839,0.819,0.824,0.822,18684,4130,3987,0.951,0.749,0.818,0.960,0.716,0.820,10618,447,4208,0.476,0.482,0.476,0.467,0.470,0.469,0.756,0.791,0.762,0.738,0.794,0.765,17998,6380,4673
