,frame_step_ms,onset_tolerance_ms,event_tolerance_ms,onset_threshold,frame_avg_tab_p,frame_avg_tab_r,frame_avg_tab_f,frame_concat_tab_p,frame_concat_tab_r,frame_concat_tab_f,frame_avg_onset_p,frame_avg_onset_r,frame_avg_onset_f,frame_concat_onset_p,frame_concat_onset_r,frame_concat_onset_f,onset_tp,onset_fp,onset_fn,frame_exact_onset_avg_p,frame_exact_onset_avg_r,frame_exact_onset_avg_f,frame_exact_onset_concat_p,frame_exact_onset_concat_r,frame_exact_onset_concat_f,event_avg_p,event_avg_r,event_avg_f,event_micro_p,event_micro_r,event_micro_f,event_tp,event_fp,event_fn
No00,23.220,50.000,50.000,0.850,0.763,0.706,0.730,0.753,0.684,0.717,0.688,0.672,0.670,0.677,0.601,0.637,7952,3801,5271,0.589,0.580,0.577,0.564,0.502,0.531,0.630,0.547,0.577,0.604,0.472,0.530,6235,4081,6988
